index,genres,id,original_language,title
3896,Drama,5001,en,Before Night Falls
3897,Adventure Drama,8358,en,Cast Away
3898,Comedy Drama Romance Fantasy,5994,en,The Family Man
3899,Drama Romance,25520,en,The House of Mirth
3900,Comedy Crime Action,1493,en,Miss Congeniality
3901,Action Comedy Crime,25660,ko,Nowhere to Hide
3902,Action Adventure Comedy,134,en,"O Brother, Where Art Thou?"
3903,Drama Music,62677,en,Songcatcher
3904,Comedy Drama,21991,en,State and Main
3905,Thriller Horror,10577,en,Dracula 2000
3906,Drama Romance Western,21355,en,All the Pretty Horses
3907,Comedy Crime,29122,en,An Everlasting Piece
3908,Drama Thriller,11973,en,Thirteen Days
3909,Thriller Drama Crime,1900,en,Traffic
3910,Drama Romance Western,44853,en,The Claim
3911,Drama Horror,10873,en,Shadow of the Vampire
3912,Crime Drama Mystery Thriller,26719,en,House of Games
3913,Drama Action Thriller Crime,31583,en,Kill Me Again
3914,Comedy Drama Family Music,15739,en,Annie
3915,Comedy Family,15413,en,Dont Tell Mom the Babysitters Dead
3916,Drama Romance,2623,en,An Officer and a Gentleman
3917,Action Adventure Drama History Western,11209,en,The Alamo
3918,Crime Drama,13715,en,At Close Range
3919,Action Adventure Crime Thriller,19108,en,Breaker! Breaker!
3920,Thriller Western Mystery,8043,en,Breakheart Pass
3921,Drama War Western,43258,en,Friendly Persuasion
3922,War Drama History,10655,en,Gettysburg
3923,Drama,75490,en,Imaginary Crimes
3924,Action Comedy Western,42261,en,Rancho Deluxe
3925,Horror Thriller,34794,en,The St  Francisville Experiment
3926,Action Crime Drama,9989,en,Antitrust
3927,Adventure Drama Action Comedy Romance,18828,en,Double Take
3928,Drama Family Romance Music,9816,en,Save the Last Dance
3929,Comedy Crime Drama,20637,en,Panic
3930,Crime Drama Mystery Thriller,5955,en,The Pledge
3931,,125498,en,Kids World
3932,Drama Comedy Romance Foreign,77825,zh,The Personals
3933,Drama,220976,en,The Amati Girls
3934,Drama Romance,66599,en,Love Field
3935,Drama Family Romance,17474,en,The Man in the Moon
3936,Comedy Drama Romance,11191,en,Mystic Pizza
3937,Drama Comedy Romance,2613,en,Prelude to a Kiss
3938,Thriller Action Adventure Drama Crime,22021,en,Coffy
3939,Thriller Action Crime,22048,en,Foxy Brown
3940,Action Comedy,17006,en,Im Gonna Git You Sucka
3941,Comedy Drama Romance,26333,en,Untamed Heart
3942,Crime Comedy,16723,en,Sugar & Spice
3943,Comedy,2018,en,The Wedding Planner
3944,Comedy Drama,31768,en,Amy
3945,,287991,en,Dog Run
3946,Drama Romance,47595,sv,Faithless
3947,Drama,18856,en,The Invisible Circus
3948,Drama Foreign,10499,de,The Legend of Rita
3949,Adventure Animation Family,37949,fr,A Monkeys Tale
3950,Comedy Romance,83500,en,Two Ninas
3951,Comedy,47943,fr,"Harry, Hes Here To Help"
3952,Drama,74340,en,Amazing Grace and Chuck
3953,Comedy Science Fiction,5709,en,Amazon Women on the Moon
3954,Comedy Romance Family,11215,en,Baby Boom
3955,Comedy Music,26477,en,Back to the Beach
3956,Comedy Drama Romance,10937,en,Barfly
3957,Action Crime Drama Thriller,4639,en,Best Seller
3958,Action Comedy Crime,96,en,Beverly Hills Cop II
3959,Action Comedy Crime,90,en,Beverly Hills Cop
3960,Drama Action Crime Mystery,11028,en,The Big Easy
3961,Action Adventure Comedy,57240,en,Big Shots
3962,Drama Romance,67307,en,The Big Town
3963,Comedy,19324,en,Born in East L.A.
3964,Fantasy Adventure Animation Comedy Family Music,19933,en,The Brave Little Toaster
3965,Drama Comedy Romance Family,12919,en,Cant Buy Me Love
3966,Science Fiction,15785,en,Cherry 2000
3967,Crime Drama Mystery Thriller,31701,en,Cop
3968,Comedy,31563,en,Critical Condition
3969,Drama,12506,en,Cry Freedom
3970,Horror,89992,en,Curse
3971,Horror Thriller Crime Mystery,70199,en,Dead of Winter
3972,Drama,39507,en,The Dead
3973,Drama Action,62185,en,Death Before Dishonor
3974,Comedy,24826,en,Disorderlies
3975,Music Drama,30994,en,Dogs in Space
3976,Comedy,17159,en,Eddie Murphy Raw
3977,Drama History War,10110,en,Empire of the Sun
3978,Comedy Family,18935,en,Ernest Goes to Camp
3979,Horror,764,en,The Evil Dead
3980,Action Crime Drama Thriller Western,20287,en,Extreme Prejudice
3981,Drama,26964,en,Family Viewing
3982,Drama,71881,en,Five Corners
3983,Drama Horror Mystery Thriller,15658,en,Flowers in the Attic
3984,Action Drama Thriller,4918,en,The Fourth Protocol
3985,Drama History,28368,en,Gardens of Stone
3986,Drama Fantasy,58084,it,Julia and Julia
3987,Drama,52780,en,The Glass Menagerie
3988,Romance Drama,48149,it,"Good Morning, Babylon"
3989,Action Adventure Comedy Drama Family Thriller,26156,en,Hiding Out
3990,Comedy,34101,en,Hollywood Shuffle
3991,Drama War,32054,en,Hope and Glory
3992,Comedy,14464,en,Hot Pursuit
3993,Comedy Drama,65501,en,Housekeeping
3994,Fantasy Comedy,32227,en,Hunk
3995,Action Comedy Science Fiction,2614,en,Innerspace
3996,Drama,40962,en,Ironweed
3997,Action Adventure Comedy,12704,en,Ishtar
3998,Adventure Thriller,580,en,Jaws: The Revenge
3999,Action Comedy,24828,en,Leonard Part 6
4000,Drama Crime Romance,13703,en,Less Than Zero
4001,Comedy Fantasy,36914,en,Like Father Like Son
4002,Horror Comedy,1547,en,The Lost Boys
4003,Fantasy Drama Comedy Romance,42010,en,Made in Heaven
4004,Comedy Fantasy,2608,en,Maid to Order
4005,Comedy Romance,32058,en,Making Mr. Right
4006,Fantasy Comedy Romance,10019,en,Mannequin
4007,Action Fantasy Science Fiction Adventure Thriller,11649,en,Masters of the Universe
4008,Comedy Thriller,84499,en,Million Dollar Mystery
4009,Horror Comedy Action Fantasy Science Fiction,13509,en,The Monster Squad
4010,History Drama,63639,en,A Month in the Country
4011,Comedy,30175,en,Morgan Stewarts Coming Home
4012,Comedy Fantasy Horror Romance,51521,de,My Demon Lover
4013,Action Drama Thriller,34379,en,No Mans Land
4014,Action Drama Romance,22915,en,North Shore
4015,Comedy Romance,24940,en,Head Over Heels
4016,Drama Fantasy Science Fiction Thriller,37302,en,Left Behind
4017,Horror Thriller,10984,en,Valentine
4018,Drama Romance,843,cn,In the Mood for Love
4019,Drama Thriller,121091,en,Fever
4020,Drama Thriller,318,en,The Million Dollar Hotel
4021,Drama Comedy Romance,12806,ca,Nico and Dani
4022,Crime Drama Thriller Horror,9740,en,Hannibal
4023,Comedy Crime Romance,10878,en,Saving Silverman
4024,Drama Foreign,47588,en,Signs & Wonders
4025,Drama Comedy Romance,10697,fr,The Taste of Others
4026,History Drama Romance,7093,en,Vatel
4027,Fantasy Comedy Science Fiction Romance,16300,en,Down to Earth
4028,Science Fiction Animation Comedy Family,19405,en,Recess: Schools Out
4029,Drama Romance,1921,en,Sweet November
4030,Comedy,44412,en,Company Man
4031,Comedy Drama Foreign Romance,21620,en,The Price of Milk
4032,Adventure Fantasy Animation Action Comedy,23685,en,Monkeybone
4033,Action Adventure Comedy Thriller Crime,12138,en,3000 Miles to Graceland
4034,Romance Drama,48217,en,The Widow of Saint-Pierre
4035,Action Comedy Crime Romance,6073,en,The Mexican
4036,Action Comedy Family,39180,en,See Spot Run
4037,Drama Action,35569,en,Carman: The Champion
4038,Drama Mystery Thriller,25208,en,The Cavemans Valentine
4039,Comedy Drama Romance,82103,pt,"Me, You, Them"
4040,Action Comedy Thriller,19513,en,Series 7: The Contenders
4041,Action Crime Thriller,2749,en,15 Minutes
4042,Comedy Romance,10050,en,Get Over It
4043,Comedy Drama,17203,en,Blow Dry
4044,,168485,en,Hit and Runway
4045,Documentary,95682,en,Long Nights Journey Into Day
4046,,54968,en,Simon Magus
4047,,49929,en,When Brendan Met Trudy
4048,Drama,2302,en,Avalon
4049,Comedy Drama,32686,en,Grays Anatomy
4050,Drama,13889,ja,Madadayo
4051,Crime Thriller Mystery,6028,en,The Mirror Crackd
4052,Drama,51802,en,Of Mice and Men
4053,Crime Drama,42148,pt,Pixote
4054,Action Comedy Crime,29492,en,Reform School Girls
4055,Comedy Drama,25447,en,Tapeheads
4056,Drama Action Romance,28410,en,Tuff Turf
4057,Comedy Drama Romance,38545,en,The Unbelievable Truth
4058,Comedy Drama Fantasy Romance,19490,en,The Bishops Wife
4059,Music Documentary,31151,en,Elvis Thats the Way It Is
4060,Romance Comedy,1888,en,The Fortune Cookie
4061,Comedy Drama,38805,en,Lilies of the Field
4062,Music Romance Family,16618,en,Hans Christian Andersen
4063,Drama History,2428,en,The Greatest Story Ever Told
4064,Drama,22013,en,Elmer Gantry
4065,Comedy Drama Romance,15598,en,Alfie
4066,Action Adventure Drama History,43332,en,Demetrius and the Gladiators
4067,Comedy Drama Music Romance Science Fiction,62127,en,The Fantasticks
4068,Drama Romance,56137,en,I Know Where Im Going!
4069,Comedy Horror,17965,en,The Abominable Dr. Phibes
4070,Drama Horror Thriller Science Fiction Foreign,29067,en,"Die, Monster, Die!"
4071,Comedy,33250,en,Real Life
4072,Science Fiction,14460,en,Battle Beyond the Stars
4073,Action Crime Drama Mystery Thriller,17466,en,Death Warrant
4074,Thriller Action Crime Drama,9594,en,Double Impact
4075,Comedy,35976,en,The End
4076,Comedy Crime Drama,4986,en,Fuzz
4077,Action Thriller,2453,en,Harley Davidson and the Marlboro Man
4078,Comedy,33676,en,Losin It
4079,Comedy Drama Romance,4587,en,Mermaids
4080,Action Comedy Mystery Thriller,31004,en,The Mighty Quinn
4081,Comedy,125099,en,Unmade Beds
4082,Drama,27859,en,Rated X
4083,Crime Horror Thriller,11454,en,Manhunter
4084,Drama,38718,en,Reversal of Fortune
4085,Mystery,4192,en,Death on the Nile
4086,Action Horror Thriller Science Fiction,11607,en,DeepStar Six
4087,Comedy,14052,en,Revenge of the Nerds
4088,Comedy,16889,en,Revenge of the Nerds II: Nerds in Paradise
4089,Drama,39934,en,Longtime Companion
4090,Documentary,26580,en,4 Little Girls
4091,Crime Drama,21309,en,Rivers Edge
4092,Comedy Family Music Romance,16263,en,Girls Just Want to Have Fun
4093,Crime Comedy Drama,4985,en,The Longest Yard
4094,Comedy,20704,en,Necessary Roughness
4095,Horror Science Fiction,23730,en,C.H.U.D.
4096,War,853,en,Enemy at the Gates
4097,Action Crime Thriller,10877,en,Exit Wounds
4098,History Comedy Drama,5257,en,The Dish
4099,Mystery Thriller,77,en,Memento
4100,Comedy Drama Romance,20322,en,The Brothers
4101,Crime Comedy Romance,10833,en,Heartbreakers
4102,Comedy Romance,20309,en,Say It Isnt So
4103,,125093,en,Too Much Sleep
4104,Comedy Romance,12658,en,Someone Like You...
4105,Action Comedy Family Adventure,10054,en,Spy Kids
4106,Comedy Romance,10646,en,Tomcats
4107,Drama Thriller,2575,en,The Tailor of Panama
4108,Drama Thriller,55,es,Amores perros
4109,Documentary,65075,en,Keep the River on Your Right: A Modern Cannibal Tale
4110,Documentary Foreign,44379,fr,The Gleaners & I
4111,Crime Mystery Thriller Action,2043,en,Along Came a Spider
4112,Crime Drama,4133,en,Blow
4113,Comedy Fantasy Science Fiction,56715,en,Just Visiting
4114,Adventure Fantasy Animation Action Family,10991,ja,Pokémon: Spell of the Unknown
4115,Comedy Crime Drama Thriller,15940,en,Beautiful Creatures
4116,Crime Drama Mystery Thriller,26791,en,Brigham City
4117,Drama Foreign,44069,fa,The Day I Became a Woman
4118,Drama Foreign History,68894,en,Shadow Magic
4119,Comedy Romance Drama,634,en,Bridget Joness Diary
4120,Mystery Adventure Comedy Romance Drama,10956,en,Joe Dirt
4121,Comedy Music,19366,en,Josie and the Pussycats
4122,Comedy,136558,en,Kingdom Come
4123,Drama Mystery Romance Thriller,28308,en,The Body
4124,Crime Drama Thriller,9519,en,Chopper
4125,Drama Foreign,13898,fa,The Circle
4126,,196280,en,Lakeboat
4127,Adventure Comedy,9290,en,Crocodile Dundee in Los Angeles
4128,Comedy,13166,en,Freddy Got Fingered
4129,Drama Romance,32590,en,The Center of the World
4130,Drama Thriller Romance,109472,en,The Girl
4131,Romance Comedy Drama,153141,en,The Low Down
4132,Romance Drama,52654,en,The Luzhin Defence
4133,Drama,70282,en,The Visit
4134,Drama Fantasy Romance,47643,en,Lilies
4135,Action Crime Drama Thriller,111,en,Scarface
4136,Drama Romance,32488,en,Days of Wine and Roses
4137,Action,10477,en,Driven
4138,Action Adventure Horror Thriller,12484,en,The Forsaken
4139,Action Comedy Crime,2144,en,One Night at McCools
4140,Comedy Romance,24113,en,Town & Country
4141,Drama Fantasy Comedy Family,118052,en,Rat
4142,Adventure Action Fantasy,1734,en,The Mummy Returns
4143,Drama,38047,ja,Eureka
4144,Fantasy Drama Comedy Science Fiction Romance Family Foreign,8076,de,Tuvalu
4145,Drama Mystery,4973,fr,Under the Sand
4146,Drama History Romance,8095,en,Cleopatra
4147,Fantasy Action Adventure,849,en,Krull
4148,Comedy,27223,en,Lost in America
4149,Adventure Drama Fantasy Science Fiction,2981,en,The Lost World
4150,Documentary,39266,de,Triumph of the Will
4151,Crime Drama,31863,en,True Believer
4152,Comedy,11307,en,The World According to Garp
4153,Fantasy Comedy Adventure,46498,en,Candy
4154,Drama Fantasy,11163,it,Fellini Satyricon
4155,Comedy Drama,11035,it,Roma
4156,Comedy Drama Music Romance,18691,en,Frankie and Johnny
4157,Drama Comedy Romance,3784,en,Frankie and Johnny
4158,Comedy Drama,78133,en,A Home of Our Own
4159,Comedy Romance,22829,en,Paris When It Sizzles
4160,Drama Romance,35717,fr,Pola X
4161,Comedy Drama,11936,it,City of Women
4162,Music Drama,25221,en,For the Boys
4163,Comedy,19494,en,Nine to Five
4164,Drama,40842,en,Norma Rae
4165,Comedy,19357,en,Summer Rental
4166,Family Fantasy Music,33743,en,"The 5,000 Fingers of Dr. T."
4167,Drama Action Thriller Romance,32924,en,Catchfire
4168,Drama Romance,9062,en,Love Story
4169,Drama,11174,da,Pelle the Conqueror
4170,Drama Action Crime,934,fr,Rififi
4171,Adventure Drama Romance Action,9476,en,A Knights Tale
4172,Comedy Drama,37691,en,Bread and Roses
4173,Documentary Music Foreign,115810,en,Calle 54
4174,Drama,10613,en,The King Is Alive
4175,Comedy,19094,en,Sordid Lives
4176,Documentary,14268,en,Startup.com
4177,Drama Romance Thriller,5852,en,Angel Eyes
4178,Adventure Animation Comedy Family Fantasy,808,en,Shrek
4179,Comedy Romance,49453,en,Fast Food Fast Women
4180,Drama Music Romance,824,en,Moulin Rouge!
4181,Drama Foreign,37558,fr,Little Brothers
4182,History Romance War,676,en,Pearl Harbor
4183,Thriller Drama,88727,no,Bloody Angels
4184,Adventure Drama,26813,en,Himalaya
4185,Drama Music Romance War,29572,en,The Man Who Cried
4186,Drama,48109,en,Our Song
4187,,291675,en,Gabriela
4188,Drama Romance,50541,en,Ice Castles
4189,Comedy Romance,26255,en,Love Potion No. 9
4190,Comedy Drama,22414,en,Postcards from the Edge
4191,Action Western,43329,en,Apache
4192,Western Comedy,42233,en,"Buffalo Bill and the Indians, or Sitting Bulls History Lesson"
4193,Action Adventure Comedy Drama Western,1406,en,City Slickers
4194,Drama History,13554,en,Eight Men Out
4195,War Western,17664,en,The Horse Soldiers
4196,Action Western,66035,en,The Kentuckian
4197,Drama,41050,it,La Notte
4198,Thriller Crime Drama,1632,en,Mississippi Burning
4199,Western,966,en,The Magnificent Seven
4200,Western,12639,en,Return of the Seven
4201,Western,301,en,Rio Bravo
4202,Drama History Romance,31527,en,The Scarlet Empress
4203,Comedy Drama Romance,4988,en,Semi-Tough
4204,Crime Drama Thriller,12623,en,Suspect
4205,Crime Comedy,11896,en,Throw Momma from the Train
4206,Drama Romance,25538,zh,Yi Yi
4207,Comedy Family,17971,en,Midnight Madness
4208,Horror Thriller,6498,da,Nightwatch
4209,Action Adventure Drama War Romance,5923,en,The Sand Pebbles
4210,War Action Drama,15497,en,Twelve OClock High
4211,Action Drama History Thriller War,21876,en,Von Ryans Express
4212,Action Comedy,11090,en,The Animal
4213,Action Comedy,14034,en,Whats the Worst That Could Happen?
4214,Drama Romance,21056,en,Big Eden
4215,Action Comedy Science Fiction,9397,en,Evolution
4216,Action Crime Thriller,9705,en,Swordfish
4217,Comedy Drama,26475,en,The Anniversary Party
4218,Romance Drama Music,56934,en,Bride of the Wind
4219,Comedy Drama Family War,29937,cs,Divided We Fall
4220,Comedy,49922,en,Whatever Happened to Harold Smith?
4221,War Comedy Drama,10364,en,Catch-22
4222,Comedy,32458,en,Forgotten Silver
4223,Action Thriller Crime,1089,en,Point Break
4224,Comedy Drama,38043,en,Shag
4225,Action Adventure Drama Thriller,9967,en,Uncommon Valor
4226,Crime Thriller,17494,en,Unlawful Entry
4227,Drama Romance,17465,en,Youngblood
4228,Comedy Romance,759,en,Gentlemen Prefer Blondes
4229,Comedy Romance,10297,en,How to Marry a Millionaire
4230,Horror Thriller,29393,en,Macabre
4231,Comedy Drama Romance,10653,en,The Seven Year Itch
4232,Comedy Drama Music Romance,21468,en,Theres No Business Like Show Business
4233,Comedy Romance,9576,en,Tootsie
4234,Action Crime Drama Thriller,22323,en,The Boys Next Door
4235,Drama Action War,31935,en,Too Late the Hero
4236,,126881,de,The Trio
4237,War Drama Romance Foreign,52616,en,Pavilion of Women
4238,Animation Family Adventure Science Fiction,10865,en,Atlantis: The Lost Empire
4239,Adventure Fantasy Action Thriller,1995,en,Lara Croft: Tomb Raider
4240,Comedy Family Romance Fantasy,10808,en,Dr. Dolittle 2
4241,Action Crime Thriller,9799,en,The Fast and the Furious
4242,Drama Science Fiction Adventure,644,en,A.I. Artificial Intelligence
4243,Crime Drama Romance,16161,en,Baby Boy
4244,Drama Romance,10691,en,Crazy/Beautiful
4245,Action Comedy,10615,en,Pootie Tang
4246,Comedy Romance,47596,en,Snow days
4247,Comedy Foreign,21488,fr,Funny Felix
4248,Music Documentary,59733,en,Down from the Mountain
4249,Romance Comedy Drama,271462,en,Russian Doll
4250,Crime Drama Thriller,11826,en,Sexy Beast
4251,Action Comedy Drama Western,24470,en,"South of Heaven, West of Hell"
4252,Romance Drama,9301,de,The Princess and the Warrior
4253,Comedy,11444,fr,The Closet
4254,Documentary,15564,en,Wolves
4255,Crime Mystery Thriller,60670,fr,The Crimson Rivers
4256,Drama Foreign History,55551,en,Lumumba
4257,Drama Foreign,40880,en,Pandaemonium
4258,Comedy Family,10992,en,Cats & Dogs
4259,Action Crime Thriller,2140,en,Kiss of the Dragon
4260,Comedy,4248,en,Scary Movie 2
4261,Drama Romance,17612,en,Lost and Delirious
4262,Crime Drama Romance Thriller,3134,fr,Baise-moi
4263,Drama Foreign Romance,34899,vi,The Vertical Ray of the Sun
4264,Comedy Drama Romance,8217,en,Alice
4265,Drama,22478,en,Another Woman
4266,Comedy,26483,en,Beach Blanket Bingo
4267,Crime Comedy,24382,it,Big Deal on Madonna Street
4268,Comedy,11286,en,The Cannonball Run
4269,Action Comedy,11950,en,Cannonball Run II
4270,Action Comedy,12236,en,Speed Zone
4271,Crime Drama,36245,fr,Diary of a Chambermaid
4272,Drama Horror Science Fiction,43342,en,Donovans Brain
4273,Adventure Comedy Romance,15875,en,Donovans Reef
4274,Comedy Science Fiction,26573,en,Dr. Goldfoot and the Bikini Machine
4275,Horror Thriller,23439,en,House of Usher
4276,Drama Fantasy Horror,10728,de,Faust
4277,Drama,5991,de,The Last Laugh
4278,Western,11697,en,The Man Who Shot Liberty Valance
4279,Drama,6106,en,Salvador
4280,Drama,22477,en,September
4281,Thriller Comedy,19200,en,Shadows and Fog
4282,Action Comedy Drama Romance,11300,en,Something Wild
4283,Western,16211,en,The Sons of Katie Elder
4284,Comedy Horror Science Fiction,28650,en,The Thing with Two Heads
4285,Science Fiction,42780,en,Village of the Giants
4286,Horror Science Fiction Thriller,32569,en,X: The Man with the X-Ray Eyes
4287,Comedy,20075,en,Nice Dreams
4288,Science Fiction Drama,28430,en,The Day the Earth Caught Fire
4289,Horror,28794,it,The House by the Cemetery
4290,Action Comedy,20197,en,Things Are Tough All Over
4291,Drama Romance,43316,en,All That Heaven Allows
4292,Mystery Drama Romance Crime,34689,en,The Barefoot Contessa
4293,Drama Mystery Thriller,25690,en,The Blackout
4294,Drama,10238,sv,Cries and Whispers
4295,Drama Music,18929,en,The Entertainer
4296,Drama,4789,it,The Garden of the Finzi-Continis
4297,Horror Comedy Foreign,32595,en,Howling III: The Marsupials
4298,Drama Mystery Thriller,18030,en,Kiss Me Deadly
4299,Drama History,18988,en,The Lion in Winter
4300,Drama Action Romance,11536,en,The Misfits
4301,Adventure Drama,10339,en,Moby Dick
4302,Horror,39875,en,Popcorn
4303,Drama,50031,en,Rembrandt
4304,Drama,976,en,Sweet Smell of Success
4305,Drama Romance,69605,en,Written on the Wind
4306,Comedy Drama Science Fiction Thriller,65632,it,The 10th Victim
4307,Drama History,29471,de,Colonel Redl
4308,Drama Thriller Mystery,4780,en,Obsession
4309,Horror,11906,it,Suspiria
4310,Drama Action Thriller,11713,zh,Fist of Fury
4311,Drama,9589,de,Christiane F.
4312,Action,12481,zh,The Big Boss
4313,Drama Action Thriller Crime,13333,cn,Game of Death
4314,Action Adventure Comedy,13938,en,The Last Dragon
4315,Science Fiction,10540,en,Outland
4316,Action Crime,9462,cn,The Way of the Dragon
4317,Family,82623,en,T-Rex: Back to the Cretaceous
4318,Adventure Action Animation Fantasy Science Fiction Thriller,2114,en,Final Fantasy: The Spirits Within
4319,Comedy,8835,en,Legally Blonde
4320,Action Crime Thriller,11371,en,The Score
4321,Drama Foreign,78248,fr,Adanggaman
4322,Crime Drama,9517,en,Bully
4323,Drama Comedy Romance,25985,en,Jump Tomorrow
4324,Action Comedy Thriller,15745,en,Made
4325,Documentary,24977,en,Michael Jordan to the Max
4326,Animation Science Fiction,36107,xx,More
4327,Documentary Adventure,113271,en,Thrill Ride: The Science of Fun
4328,Animation Horror Thriller,58904,en,Haunted Castle
4329,,103489,en,All Access: Front Row. Backstage. Live!
4330,Documentary,13794,en,Africa: The Serengeti
4331,Documentary,13795,en,Alaska: Spirit of the Wild
4332,Documentary,103488,en,Encounter in the Third Dimension
4333,Documentary,73482,en,Siegfried & Roy: The Magic Box
4334,Fantasy Comedy,38965,en,18 Again!
4335,Drama War,47817,en,1969
4336,Drama Romance,31052,en,The Accidental Tourist
4337,Drama,10868,en,The Accused
4338,Action Adventure Drama Thriller,9395,en,Above the Law
4339,Action Adventure Comedy Fantasy,14506,en,The Adventures of Baron Munchausen
4340,Thriller Horror Drama,5333,en,Apartment Zero
4341,Thriller Crime Mystery Drama,4281,en,Appointment with Death
4342,Drama Crime,2,fi,Ariel
4343,Comedy Romance,26044,en,Arthur 2: On the Rocks
4344,Horror Thriller,59797,en,Bad Dreams
4345,Action Drama War,14911,en,Bat*21
4346,Comedy Drama,15592,en,Beaches
4347,Drama War,15267,en,The Beast of War
4348,Comedy,12710,en,Big Business
4349,Comedy Family,30502,en,Big Top Pee-wee
4350,Comedy Drama Romance,19382,en,Biloxi Blues
4351,Drama Music,24679,en,Bird
4352,Horror Science Fiction,9599,en,The Blob
4353,Drama Romance,94440,en,The Boost
4354,Drama,17170,en,"Bright Lights, Big City"
4355,Comedy,18509,en,Caddyshack II
4356,Drama,110428,fr,Camille Claudel 1915
4357,Comedy Romance,34604,en,Casual Sex?
4358,Drama,14441,en,Clean and Sober
4359,Drama Romance,7520,en,Cocktail
4360,Action Crime Drama,10126,en,Colors
4361,Comedy Romance,9602,en,Coming to America
4362,Comedy,23752,en,The Couch Trip
4363,Drama Thriller Romance,41952,en,Criminal Law
4364,Action Comedy Horror Science Fiction Thriller,3980,en,Critters
4365,Comedy Horror Science Fiction Thriller,10127,en,Critters 2
4366,Comedy Horror Science Fiction Thriller,12702,en,Critters 3
4367,Comedy Drama Romance,27397,en,Crossing Delancey
4368,Mystery Thriller,9748,en,D.O.A.
4369,Action Comedy Drama Horror Science Fiction Thriller,40095,en,Dead Heat
4370,Action Crime Thriller,10651,en,The Dead Pool
4371,Crime Comedy,10141,en,Dirty Rotten Scoundrels
4372,Comedy Drama,27362,en,Drowning by Numbers
4373,Fantasy Horror Comedy Science Fiction,5680,en,"Elvira, Mistress of the Dark"
4374,Comedy Family,26386,en,Ernest Saves Christmas
4375,Drama Romance,34053,en,Everybodys All-American
4376,Action Comedy Family,25884,en,Feds
4377,Drama Family Romance,26355,en,For Keeps
4378,Crime Drama Mystery Thriller,10675,en,Frantic
4379,Drama Romance,38982,en,Fresh Horses
4380,Drama,10130,en,Gorillas in the Mist
4381,Comedy,2617,en,The Great Outdoors
4382,Comedy Music,38615,en,Heartbreak Hotel
4383,Horror Fantasy Comedy,21362,en,High Spirits
4384,Comedy,30690,en,Hot to Trot
4385,Drama,75889,en,The House on Carroll Street
4386,Horror,38500,en,Howling IV: The Original Nightmare
4387,Documentary Music,26723,en,Imagine: John Lennon
4388,Comedy,20443,en,Johnny Be Good
4389,Horror Thriller,49365,en,Lady in White
4390,Comedy Horror,11347,en,The Lair of the White Worm
4391,Animation Adventure Family,12144,en,The Land Before Time
4392,Comedy Family,13704,en,License to Drive
4393,Drama Action Thriller,12505,en,Little Nikita
4394,Drama Romance Mystery Thriller,41963,en,Masquerade
4395,Comedy Drama,13482,en,The Milagro Beanfield War
4396,Action Comedy Drama Romance,34014,en,Moon Over Parador
4397,Comedy,29739,en,Moving
4398,Comedy Science Fiction,12120,en,My Stepmother is an Alien
4399,Drama Romance,47818,en,A Night in the Life of Jimmy Reardon
4400,Action Crime Drama Mystery Thriller,38617,en,Off Limits
4401,Comedy Drama,3543,de,Bagdad Cafe
4402,Drama,51321,en,Permanent Record
4403,Action Crime,9604,en,Red Heat
4404,Comedy Horror,24929,en,Return of the Living Dead Part II
4405,Comedy Horror,10925,en,The Return of the Living Dead
4406,Adventure Drama Action Western Family,13965,en,Return to Snowy River
4407,Family Drama Action Western Romance,24266,en,The Man from Snowy River
4408,Drama Family,58434,en,Rocket Gibraltar
4409,Drama,18197,en,Running on Empty
4410,Comedy Drama,70842,en,Salomes Last Dance
4411,Drama Music Romance,38909,en,Salsa
4412,Music Comedy,17126,en,Satisfaction
4413,Horror Thriller,11503,en,The Serpent and the Rainbow
4414,Action Adventure Crime Drama,38558,en,Shakedown
4415,Action Adventure Crime Thriller,9717,en,Shoot to Kill
4416,Comedy Family Science Fiction Drama,11966,en,Short Circuit 2
4417,Comedy Family Science Fiction,2605,en,Short Circuit
4418,Horror Thriller,8740,nl,The Vanishing
4419,Romance Crime Drama,25497,en,Stormy Monday
4420,Action Comedy Crime Mystery Thriller,38560,en,Sunset
4421,Comedy Drama Romance,50203,en,Sweet Hearts Dance
4422,Comedy,26798,en,Switching Channels
4423,Drama Comedy,91445,en,The Telephone
4424,Horror Science Fiction,41428,ja,Tetsuo: The Iron Man
4425,Action Horror Science Fiction Thriller,8337,en,They Live
4426,Drama Thriller History,47493,en,To Kill a Priest
4427,Comedy Drama Romance,8463,en,Torch Song Trilogy
4428,Drama Mystery,41974,en,Track 29
4429,Drama,28176,en,Tucker: The Man and His Dream
4430,Comedy,9493,en,Twins
4431,Comedy Fantasy,26603,en,Vice Versa
4432,Action Horror Science Fiction Thriller,33172,en,Watchers
4433,Horror Comedy,29095,en,Waxwork
4434,Comedy Thriller Crime Mystery,12582,en,Without a Clue
4435,Comedy Science Fiction,10001,en,Young Einstein
4436,Fantasy Drama Romance,11352,en,Always
4437,Action Adventure,12500,en,American Ninja
4438,Action Adventure Drama,25678,en,American Ninja 2: The Confrontation
4439,Action Adventure Drama,25682,fr,American Ninja 3: Blood Hunt
4440,Action Thriller,32049,en,Best of the Best 2
4441,Comedy Drama Romance,45225,en,The Big Picture
4442,Adventure Comedy Science Fiction,1648,en,Bill & Teds Excellent Adventure
4443,Action Thriller Crime,4105,en,Black Rain
4444,Drama Romance,22711,en,Blaze
